supplier,supplier_sku,product_name,decoration_option_key,decoration_method,decoration_area,decoration_location,artwork_size_label,max_width_mm,max_height_mm,pricing_model,price_status,setup_cost,repeat_setup_cost,setup_cost_label,pricing_basis,additional_colour_policy,source_row_number,raw_json
Gear For Life,PODCB,Detroit 20L Cooler Box,podcb|uvdtf_full_colour_large|cooler_100x120mm|100x120mm,UVDTF Full Colour - Large,Cooler - 100x120mm,Cooler,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,65,"{""source_row_number"": 65, ""raw_location"": ""Cooler - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,PODCB,Detroit 20L Cooler Box,podcb|uvdtf_full_colour_large|cooler_200x150mm|200x150mm,UVDTF Full Colour - Large,Cooler - 200x150mm,Cooler,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,66,"{""source_row_number"": 66, ""raw_location"": ""Cooler - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,PODCB,Detroit 20L Cooler Box,podcb|uvdtf_full_colour_large|cooler_300x210mm|300x210mm,UVDTF Full Colour - Large,Cooler - 300x210mm,Cooler,300x210mm,300.00,210.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,67,"{""source_row_number"": 67, ""raw_location"": ""Cooler - 300x210mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,PODCB,Detroit 20L Cooler Box,podcb|pad_printing|screen_printing_available_poa|,Pad Printing,Screen printing available - POA,Screen printing available,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,68,"{""source_row_number"": 68, ""raw_location"": ""Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PODCPB,Devon Cooler Picnic Basket,podcpb|laser_engraving|lid_40x40mm_or_equivalent|40x40mm,Laser Engraving,Lid - 40x40mm (or equivalent),Lid,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,69,"{""source_row_number"": 69, ""raw_location"": ""Lid - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PODIGB,Dig It Garden Box,podigb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,70,"{""source_row_number"": 70, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PODIGB,Dig It Garden Box,podigb|pad_printing|all_3_tools_handles_50x20mm|50x20mm,Pad Printing,All 3 Tools (Handles) - 50x20mm,All 3 Tools (Handles),50x20mm,50.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,71,"{""source_row_number"": 71, ""raw_location"": ""All 3 Tools (Handles) - 50x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PODIGB,Dig It Garden Box,podigb|laser_engraving|box_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box - 40x40mm (or equivalent),Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,72,"{""source_row_number"": 72, ""raw_location"": ""Box - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PODIGB,Dig It Garden Box,podigb|laser_engraving|all_3_tools_handles_45x15mm|45x15mm,Laser Engraving,All 3 Tools (Handles) - 45x15mm,All 3 Tools (Handles),45x15mm,45.00,15.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,73,"{""source_row_number"": 73, ""raw_location"": ""All 3 Tools (Handles) - 45x15mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POEGB,Envy Glass Bottle,poegb|pad_printing|lid_35mm_dia|,Pad Printing,Lid - 35mm Dia,Lid,,,,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,74,"{""source_row_number"": 74, ""raw_location"": ""Lid - 35mm Dia"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POEGB,Envy Glass Bottle,poegb|pad_printing|sleeve_20x60mm|20x60mm,Pad Printing,Sleeve - 20x60mm,Sleeve,20x60mm,20.00,60.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,75,"{""source_row_number"": 75, ""raw_location"": ""Sleeve - 20x60mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POEGB,Envy Glass Bottle,poegb|pad_printing|packaging_45x45mm|45x45mm,Pad Printing,Packaging - 45x45mm,Packaging,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,76,"{""source_row_number"": 76, ""raw_location"": ""Packaging - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POEGB,Envy Glass Bottle,poegb|laser_engraving|sleeve|,Laser Engraving,Sleeve,Sleeve,,,,sku_location_qty,request_quote,75.00,25.00,Logo $75 / Repeat $25,per_position,,77,"{""source_row_number"": 77, ""raw_location"": ""Sleeve"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POEPS,Epicure 6 pcs Placemat Set,poeps|pad_printing|box_lid_max_80x40mm|80x40mm,Pad Printing,Box Lid - max 80x40mm,Box Lid,80x40mm,80.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,78,"{""source_row_number"": 78, ""raw_location"": ""Box Lid - max 80x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POEPS,Epicure 6 pcs Placemat Set,poeps|laser_engraving|tray_40x40mm_or_equivalent|40x40mm,Laser Engraving,Tray - 40x40mm (or equivalent),Tray,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,79,"{""source_row_number"": 79, ""raw_location"": ""Tray - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POEPS,Epicure 6 pcs Placemat Set,poeps|laser_engraving|all_6_placemats_40x40mm_or_equivalent|40x40mm,Laser Engraving,All 6 Placemats - 40x40mm (or equivalent),All 6 Placemats,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,80,"{""source_row_number"": 80, ""raw_location"": ""All 6 Placemats - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POE6KS,Euro 6 pcs Knife Set,poe6ks|pad_printing|box_40x10mm|40x10mm,Pad Printing,Box - 40x10mm,Box,40x10mm,40.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,81,"{""source_row_number"": 81, ""raw_location"": ""Box - 40x10mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POE6KS,Euro 6 pcs Knife Set,poe6ks|pad_printing|knife_decoration|,Pad Printing,Knife decoration,Knife decoration,,,,sku_location_qty,unavailable,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,82,"{""source_row_number"": 82, ""raw_location"": ""Knife decoration"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POE6KS,Euro 6 pcs Knife Set,poe6ks|laser_engraving|box_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box - 40x40mm (or equivalent),Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,83,"{""source_row_number"": 83, ""raw_location"": ""Box - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POE6KS,Euro 6 pcs Knife Set,poe6ks|laser_engraving|all_6_knives_blade_20x5mm|20x5mm,Laser Engraving,All 6 Knives (Blade) - 20x5mm,All 6 Knives (Blade),20x5mm,20.00,5.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,84,"{""source_row_number"": 84, ""raw_location"": ""All 6 Knives (Blade) - 20x5mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POEB,Event Ice Bucket,poeb|uvdtf_full_colour_large|bucket_100x120mm|100x120mm,UVDTF Full Colour - Large,Bucket - 100x120mm,Bucket,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,85,"{""source_row_number"": 85, ""raw_location"": ""Bucket - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POEB,Event Ice Bucket,poeb|uvdtf_full_colour_large|bucket_200x150mm|200x150mm,UVDTF Full Colour - Large,Bucket - 200x150mm,Bucket,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,86,"{""source_row_number"": 86, ""raw_location"": ""Bucket - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POEB,Event Ice Bucket,poeb|uvdtf_full_colour_large|bucket_300x210mm|300x210mm,UVDTF Full Colour - Large,Bucket - 300x210mm,Bucket,300x210mm,300.00,210.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,87,"{""source_row_number"": 87, ""raw_location"": ""Bucket - 300x210mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POEB,Event Ice Bucket,poeb|pad_printing|screen_printing_available_poa|,Pad Printing,Screen printing available - POA,Screen printing available,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,88,"{""source_row_number"": 88, ""raw_location"": ""Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFWGS,Festa Wine Glass Set,pofwgs|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,89,"{""source_row_number"": 89, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFWGS,Festa Wine Glass Set,pofwgs|pad_printing|all_4_glasses_40x40mm|40x40mm,Pad Printing,All 4 Glasses - 40x40mm,All 4 Glasses,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,90,"{""source_row_number"": 90, ""raw_location"": ""All 4 Glasses - 40x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFCK,Fetta Cheese Knife,pofck|pad_printing|box_40x10mm|40x10mm,Pad Printing,Box - 40x10mm,Box,40x10mm,40.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,91,"{""source_row_number"": 91, ""raw_location"": ""Box - 40x10mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFCK,Fetta Cheese Knife,pofck|pad_printing|knife_decoration|,Pad Printing,Knife decoration,Knife decoration,,,,sku_location_qty,unavailable,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,92,"{""source_row_number"": 92, ""raw_location"": ""Knife decoration"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFCK,Fetta Cheese Knife,pofck|laser_engraving|box_40x10mm_or_equivalent|40x10mm,Laser Engraving,Box - 40x10mm (or equivalent),Box,40x10mm,40.00,10.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,93,"{""source_row_number"": 93, ""raw_location"": ""Box - 40x10mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POFCK,Fetta Cheese Knife,pofck|laser_engraving|knife_blade_25x5mm|25x5mm,Laser Engraving,Knife (Blade) - 25x5mm,Knife (Blade),25x5mm,25.00,5.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,94,"{""source_row_number"": 94, ""raw_location"": ""Knife (Blade) - 25x5mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|uvdtf_full_colour_small|plastic_case_20x20mm|20x20mm,UVDTF Full Colour - Small,Plastic Case - 20x20mm,Plastic Case,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,95,"{""source_row_number"": 95, ""raw_location"": ""Plastic Case - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|uvdtf_full_colour_small|plastic_case_50x50mm|50x50mm,UVDTF Full Colour - Small,Plastic Case - 50x50mm,Plastic Case,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,96,"{""source_row_number"": 96, ""raw_location"": ""Plastic Case - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|uvdtf_full_colour_small|torch_20x20mm|20x20mm,UVDTF Full Colour - Small,Torch - 20x20mm,Torch,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,97,"{""source_row_number"": 97, ""raw_location"": ""Torch - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|pad_printing|box_max_70x20mm|70x20mm,Pad Printing,Box - max 70x20mm,Box,70x20mm,70.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,98,"{""source_row_number"": 98, ""raw_location"": ""Box - max 70x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|pad_printing|plastic_case_40x12mm|40x12mm,Pad Printing,Plastic Case - 40x12mm,Plastic Case,40x12mm,40.00,12.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,99,"{""source_row_number"": 99, ""raw_location"": ""Plastic Case - 40x12mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|pad_printing|torch_10x8_mm|10x8mm,Pad Printing,Torch - 10x8 mm,Torch,10x8mm,10.00,8.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,100,"{""source_row_number"": 100, ""raw_location"": ""Torch - 10x8 mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGFLT,FlexLight Torch,igflt|laser_engraving|torch_10x10mm|10x10mm,Laser Engraving,Torch - 10x10mm,Torch,10x10mm,10.00,10.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,101,"{""source_row_number"": 101, ""raw_location"": ""Torch - 10x10mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POFCKS,Formaggio Cheese Knife 6 pcs Set,pofcks|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,102,"{""source_row_number"": 102, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFCKS,Formaggio Cheese Knife 6 pcs Set,pofcks|pad_printing|all_6_utensils_5_x_25_mm|5x25mm,Pad Printing,All 6 Utensils - 5 x 25 mm,All 6 Utensils,5x25mm,5.00,25.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,103,"{""source_row_number"": 103, ""raw_location"": ""All 6 Utensils - 5 x 25 mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFCKS,Formaggio Cheese Knife 6 pcs Set,pofcks|laser_engraving|all_6_utensils_25x5mm|25x5mm,Laser Engraving,All 6 Utensils - 25x5mm,All 6 Utensils,25x5mm,25.00,5.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,104,"{""source_row_number"": 104, ""raw_location"": ""All 6 Utensils - 25x5mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POFWC,Freddo Wine Cooler,pofwc|uvdtf_full_colour_small|cooler_20x20mm|20x20mm,UVDTF Full Colour - Small,Cooler - 20x20mm,Cooler,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,105,"{""source_row_number"": 105, ""raw_location"": ""Cooler - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POFWC,Freddo Wine Cooler,pofwc|uvdtf_full_colour_small|cooler_50x50mm|50x50mm,UVDTF Full Colour - Small,Cooler - 50x50mm,Cooler,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,106,"{""source_row_number"": 106, ""raw_location"": ""Cooler - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POFWC,Freddo Wine Cooler,pofwc|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,107,"{""source_row_number"": 107, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFWC,Freddo Wine Cooler,pofwc|pad_printing|cooler_60x10mm|60x10mm,Pad Printing,Cooler - 60x10mm,Cooler,60x10mm,60.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,108,"{""source_row_number"": 108, ""raw_location"": ""Cooler - 60x10mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POFWC,Freddo Wine Cooler,pofwc|laser_engraving|cooler_35x35mm|35x35mm,Laser Engraving,Cooler - 35x35mm,Cooler,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,109,"{""source_row_number"": 109, ""raw_location"": ""Cooler - 35x35mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POFWC,Freddo Wine Cooler,pofwc|laser_engraving|cooler_60x15mm|60x15mm,Laser Engraving,Cooler - 60x15mm,Cooler,60x15mm,60.00,15.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,110,"{""source_row_number"": 110, ""raw_location"": ""Cooler - 60x15mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POGGS,Ginaissance Glass Set,poggs|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,111,"{""source_row_number"": 111, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGGS,Ginaissance Glass Set,poggs|pad_printing|all_2_glasses_40x20mm|40x20mm,Pad Printing,All 2 Glasses - 40x20mm,All 2 Glasses,40x20mm,40.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,112,"{""source_row_number"": 112, ""raw_location"": ""All 2 Glasses - 40x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGGS,Ginaissance Glass Set,poggs|laser_engraving|all_2_glasses_35x35mm|35x35mm,Laser Engraving,All 2 Glasses - 35x35mm,All 2 Glasses,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,113,"{""source_row_number"": 113, ""raw_location"": ""All 2 Glasses - 35x35mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POCB,Gourmet Cheese Board Set,pocb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,114,"{""source_row_number"": 114, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POCB,Gourmet Cheese Board Set,pocb|pad_printing|all_4_utensils_15x25mm|15x25mm,Pad Printing,All 4 Utensils - 15x25mm,All 4 Utensils,15x25mm,15.00,25.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,115,"{""source_row_number"": 115, ""raw_location"": ""All 4 Utensils - 15x25mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POCB,Gourmet Cheese Board Set,pocb|laser_engraving|board_40x40mm_or_equivalent|40x40mm,Laser Engraving,Board - 40x40mm (or equivalent),Board,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,116,"{""source_row_number"": 116, ""raw_location"": ""Board - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POCB,Gourmet Cheese Board Set,pocb|laser_engraving|all_4_utensils_20x20mm|20x20mm,Laser Engraving,All 4 Utensils - 20x20mm,All 4 Utensils,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,117,"{""source_row_number"": 117, ""raw_location"": ""All 4 Utensils - 20x20mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POGTT,Grande Tavolo Table,pogtt|laser_engraving|40x40mm_or_equivalent|40x40mm,Laser Engraving,40x40mm (or equivalent),40x40mm,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,118,"{""source_row_number"": 118, ""raw_location"": ""40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POGPS,Gusto Pizza 4 pcs Set,pogps|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,119,"{""source_row_number"": 119, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGPS,Gusto Pizza 4 pcs Set,pogps|pad_printing|board_handle_print_only_20x50mm|20x50mm,Pad Printing,Board (handle print only) - 20x50mm,Board (handle print only),20x50mm,20.00,50.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,120,"{""source_row_number"": 120, ""raw_location"": ""Board (handle print only) - 20x50mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGPS,Gusto Pizza 4 pcs Set,pogps|pad_printing|pizza_cutter_30x30mm|30x30mm,Pad Printing,Pizza Cutter - 30x30mm,Pizza Cutter,30x30mm,30.00,30.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,121,"{""source_row_number"": 121, ""raw_location"": ""Pizza Cutter - 30x30mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGPS,Gusto Pizza 4 pcs Set,pogps|laser_engraving|board_40x40mm_or_equivalent|40x40mm,Laser Engraving,Board - 40x40mm (or equivalent),Board,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,122,"{""source_row_number"": 122, ""raw_location"": ""Board - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POGPS,Gusto Pizza 4 pcs Set,pogps|laser_engraving|cutter_30x30mm|30x30mm,Laser Engraving,Cutter - 30x30mm,Cutter,30x30mm,30.00,30.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,123,"{""source_row_number"": 123, ""raw_location"": ""Cutter - 30x30mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POHWGS,Highland Whisky Glass Set,pohwgs|pad_printing|all_2_glasses_30x20mm|30x20mm,Pad Printing,All 2 Glasses - 30x20mm,All 2 Glasses,30x20mm,30.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,124,"{""source_row_number"": 124, ""raw_location"": ""All 2 Glasses - 30x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POHWGS,Highland Whisky Glass Set,pohwgs|pad_printing|packaging_45x45mm|45x45mm,Pad Printing,Packaging - 45x45mm,Packaging,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,125,"{""source_row_number"": 125, ""raw_location"": ""Packaging - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
