supplier,source_field,raw_category_path,sku,product_name,mapping_status,target_category,target_subcategory,confidence,rule_id,review_reason,suggested_tags,suggested_material,mapping_note,offer_type,kit_theme,likely_components,related_categories,suggested_collection_slug,action,bundle_note
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8270,Osaka Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,technology item,Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8272,Sass Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,technology item,Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8278,Anthem Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,technology item,Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8279,Liberty Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,technology item,Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8280,Voyager Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,technology item,Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8369,Tech Pack Executive,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,bag/packaging carrier; technology item,Bags; Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8373,Tech Pack Travel,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,bag/packaging carrier; technology item,Bags; Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8377,Tech Pack Power,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,tech_gift_set,bag/packaging carrier; technology item,Bags; Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8443,Carnival Cardboard Gift Set,kit_bundle_collection_candidate,,,,,no high-confidence keyword match,,,,gift_set,tech_gift_set,gift packaging; technology item,Packaging; Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
Logoline,Collection + Category + SubCategory,Technology / Gift Sets,LL8454,Quay Cardboard Gift Set,kit_bundle_collection_candidate,,,,,no high-confidence keyword match,,,,gift_set,tech_gift_set,gift packaging; technology item,Packaging; Technology,tech-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Giftsets,8988,Plain Cufflinks,kit_bundle_collection_candidate,,,,,no high-confidence keyword match,,,,gift_set,general_corporate_gifting,mixed branded products,multiple categories,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Giftsets,9096,Pineapple Leather Travel Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,general_corporate_gifting,mixed branded products,multiple categories,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Giftsets,GS1016,Stationary Essentials Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,general_corporate_gifting,bag/packaging carrier,Bags,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Giftsets,GS1019,Get Organised Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,general_corporate_gifting,bag/packaging carrier,Bags,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Giftsets,GS1020,Travel Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,general_corporate_gifting,bag/packaging carrier,Bags,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Giftsets,SC1001,Scriptura Gift Set,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,gift_set,general_corporate_gifting,mixed branded products,multiple categories,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1001,The Custom Gourmet Entertainer Set,kit_bundle_collection_candidate,,,,,no high-confidence keyword match,,,,hamper,general_corporate_gifting,mixed branded products,multiple categories,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1002,The Prestige Custom Gourmet Nibbles Gift Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,food_drink_gifting,food/confectionery item; bag/packaging carrier,Confectionery; Bags,corporate-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1003,The Branded Gourmet Picnic Gift Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,beach_outdoor,bag/packaging carrier; outdoor/leisure item,Bags; Outdoor & Sports,outdoor-event-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1004,The Gourmet Retreat Gift Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,food_drink_gifting,food/confectionery item; bag/packaging carrier,Confectionery; Bags,corporate-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1005,Custom Sweet Treats & Essentials Gift Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,food_drink_gifting,food/confectionery item; bag/packaging carrier,Confectionery; Bags,corporate-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1006,The Sweet Indulgence and Hydration Gift Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,food_drink_gifting,food/confectionery item; bag/packaging carrier,Confectionery; Bags,corporate-gift-sets-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1007,Customised Onboarding Gift Pack,kit_bundle_collection_candidate,,,,,no high-confidence keyword match,,,,hamper,employee_onboarding,bag/packaging carrier,Bags,employee-onboarding-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1011,Branded Tech Kit Gift Pack,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,general_corporate_gifting,bag/packaging carrier; technology item,Bags; Technology,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
NIConcept,categorisation + category_/_sub category,Hampers,HAM1012,The Custom Travel Kit,kit_bundle_collection_candidate,,,,,gift set/hamper/pack needs manual bundle strategy,,,,hamper,general_corporate_gifting,mixed branded products,multiple categories,custom-merch-kits-australia,route to Kits & Bundles collection/offer; do not force into primary category,Kitting offer built from existing product categories.
