supplier,sku,product_name,raw_category_path,target_category,target_subcategory,mapping_status,confidence,review_reason,matched_rule_ids,chosen_rule_id,suggested_tags,suggested_material,source_duplicate_rows,product_materials,product_description,manual_override_note
NIConcept,TM96512,Women's Cerrado Short Sleeve Performance Polo,Apparel,Apparel,Polo Shirts,auto_mapped_by_keyword,0.93,,APP-080,APP-080,,,1,100% Polyester textured knit with wicking finish.,"Not-so-basic styling and contrast details are huge difference makers with the Cerrado Polo in women's sizes. Shaped seams, tapered waist, v-neck and dropped back hem give the women's style a great-looking silhouette. Not to mention the super comfy, snag-resistant, moisture-wicking and breathable fabric with UPF 40+ protection (light colors UPF 15-24). This polo is designed to look good, no matter ",
NIConcept,TM96624,Belmont Short Sleeve Polo - Womens,Apparel,Apparel,Polo Shirts,auto_mapped_by_keyword,0.93,,APP-080,APP-080,,,1,"100% Combed cotton pique knit. 200 g, m2 (5.9 oz, yd2) SOLID COLORS 85% Combed cotton 15% Polyester pique knit. 200 g, m2 (5.9 oz, yd2) HEATHER COLORS CONTRAST:100% Combed cotton flat knit collar and sleeve cuffs.","The Belmont polo is made with 100% cotton, giving it an exceptionally soft feel for all-day comfort. Available in mens and womens, its got a placket with dyed-to-match buttons, V-notch side slits, a flat knit collar and flat knit sleeve cuffs. With eight colors to choose from, the Belmont is a stylish choice for an employee uniform.",
NIConcept,TM97810,Taza Knit Quarter Zip - Womens,Apparel,Apparel,Polo Shirts,auto_mapped_by_keyword,0.93,,APP-080 | APP-090 | APP-115,APP-080,,,1,"Fabric: 100% Micro polyester cross dyed jersey knit with anti-microbial and wicking finish, 150 g/m² (4.4 oz/yd²). UV Protection: UPF 15-39.","The Taza knit quarter zip is 100% micro polyester cross-dyed jersey knit with anti-microbial finish, snag resistant and wicking finish. This retail flare knit features contrast reverse coil zipper with autolock pull and sleeve cuffs with thumb exit. When you need music by your side, this knit features an added exterior media cord guide. The Taza is a versatile knit that works over a polo, woven or",
NIConcept,TM17744,Wilshire Long Sleeve Shirt - Mens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"65% Polyester 35% Combed cotton woven twill, 145 g/m² (4.3 oz/yd²).","The Wilshire is a classic woven that's perfect as part of a work uniform. Available in both men's and women's styles, the durable Wilshire is designed for heavy wear. The men's style features a left-chest pocket and center-back box pleat, while the women's style has shaped seams and a tapered waist for a more flattering fit. With its decoration-friendly design and wide range of colour options, the",
NIConcept,TM17744T,Wilshire Long Sleeve Shirt Tall - Mens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"65% Polyester 35% Combed cotton woven twill, 145 g/m² (4.3 oz/yd²).","The Wilshire is a classic woven that's perfect as part of a work uniform. Available in both men's and women's styles, the durable Wilshire is designed for heavy wear. The men's style features a left-chest pocket and center-back box pleat, while the women's style has shaped seams and a tapered waist for a more flattering fit. With its decoration-friendly design and wide range of colour options, the",
NIConcept,TM17745,Stirling Short Sleeve Shirt - Mens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"65% Polyester 35% Combed cotton woven twill, 145 g/m² (4.3 oz/yd²).","The Stirling brings style and durability to the classic work shirt. Available in both men's and women's styles, this short sleeve woven is designed for heavy wear. The men's style features a left-chest pocket and center-back box pleat, while the women's style has shaped seams and a tapered waist for a more flattering fit. With its decoration-friendly design and wide range of colour options, the ve",
NIConcept,TM17745T,Stirling Short Sleeve Shirt Tall - Mens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"65% Polyester 35% Combed cotton woven twill, 145 g/m² (4.3 oz/yd²).","The Stirling brings style and durability to the classic work shirt. Available in both men's and women's styles, this short sleeve woven is designed for heavy wear. The men's style features a left-chest pocket and center-back box pleat, while the women's style has shaped seams and a tapered waist for a more flattering fit. With its decoration-friendly design and wide range of colour options, the ve",
NIConcept,TM19655,Porter Eco Insulated Shacket - Mens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"OUTER SHELL: 60% Polyester 40% Recycled polyester 240T woven with water resistant coating (600mm) & water repellent finish, 80 g/m² (2.4 oz/yd²). LINING: 70% Polyester 30% Recycled polyester anti-pill microfleece body lining","The men’s Porter eco insulated shacket combines superior style with lightweight warmth and comfort, thanks to a cozy microfleece body lining. Made from 40% recycled polyester, it’s as eco-friendly as it is versatile.",
NIConcept,TM97744,Wilshire Long Sleeve Shirt - Womens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"65% Polyester 35% Combed cotton woven twill, 145 g/m² (4.3 oz/yd²).","The Wilshire is a classic woven that's perfect as part of a work uniform. Available in both men's and women's styles, the durable Wilshire is designed for heavy wear. The men's style features a left-chest pocket and center-back box pleat, while the women's style has shaped seams and a tapered waist for a more flattering fit. With its decoration-friendly design and wide range of colour options, the",
NIConcept,TM97745,Stirling Short Sleeve Shirt - Womens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"65% Polyester 35% Combed cotton woven twill, 145 g/m² (4.3 oz/yd²).","The Stirling brings style and durability to the classic work shirt. Available in both men's and women's styles, this short sleeve woven is designed for heavy wear. The men's style features a left-chest pocket and center-back box pleat, while the women's style has shaped seams and a tapered waist for a more flattering fit. With its decoration-friendly design and wide range of colour options, the ve",
NIConcept,TM99655,Porter Eco Insulated Shacket - Womens,Apparel,Apparel,Shirts,auto_mapped_by_keyword,0.88,,APP-140,APP-140,,,1,"OUTER SHELL: 60% Polyester 40% Recycled polyester 240T woven with water resistant coating (600mm) & water repellent finish, 80 g/m² (2.4 oz/yd²). LINING: 70% Polyester 30% Recycled polyester anti-pill microfleece body lining","The women’s Porter eco insulated shacket combines superior style with lightweight warmth and comfort, thanks to a cozy microfleece body lining. Made from 40% recycled polyester, it’s as eco-friendly as it is versatile.",
NIConcept,TM12501,Stinson Softshell Vest - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120 | APP-130,APP-115,,,1,"100% Polyester mechanical stretch woven bonded to 100% Polyester anti-pill microfleece with waterproof 8000mm, breathable 400g/m2 membrane and water repellent finish, 270 g,m2 (8 oz/yd2). LINING: 100% Polyester brushed tricot knit.","The Stinson offers just enough extra warmth for those chilly autumn and spring days. Perfect for layering over a lightweight fleece, this softshell vest has a waterproof, breathable membrane and a water repellent finish.",
NIConcept,TM12505,Men's Joris Eco Waterproof Softshell Vest,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120 | APP-130,APP-115,,,1,OUTER SHELL: HEATHERED: 50% Recycled Polyester 50% Polyester interlock knit bonded to 70% Recycled Polyester 30% Polyester jacquard fleece. SOLID: 100% Recycled Polyester interlock knit bonded to 70% Recycled Polyester 30% Polyester jacquard fleece.,"The eco-friendly men’s Joris Eco Softshell Vest is made with recycled polyester, recycled zippers and recycled pinch labels – all certified by the Global Recycled Standard (GRS) – providing a look that’s as sustainable as it is stylish. The brushed fleece interior delivers next-level comfort, and the waterproof, breathable three-layer construction and water-repellent finish make it a versatile lay",
NIConcept,TM12940,Men's Joris Eco Waterproof Softshell Jacket,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,OUTER SHELL: HEATHERED: 50% Recycled polyester 50% Polyester interlock knit bonded to 70% Recycled polyester 30% Polyester jacquard fleece. SOLID: 100% Recycled polyester interlock knit bonded to 70% Recycled polyester 30% Polyester jacquard fleece.,"The men’s Joris Eco Softshell Jacket looks out for your wellness and the planet’s. The eco-friendly Joris is made from recycled polyester, with a fabric weight of 280 g/m² (8.3 oz/yd²). A No Contact Keychain in the right pocket lets you use door handles, press elevator buttons and use ATM keypads without touching them. The brushed fleece lining delivers next-level comfort, and the breathable, thre",
NIConcept,TM17807,Caltech Knit Quarter Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,87% Polyester 13% Spandex jersey knit. 222 g/m2 (6.6 oz/yd2).,The Caltech long-sleeve top has a quarter zip with contrast teeth allowing you to adjust your body temperature. The interior zipper flap protects you from the chill of the zipper against your skin.,
NIConcept,TM18130,Rixford Polyfleece Jacket - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,"100% Polyester anti-pill microfleece. 180 g,m2 (5.3 oz/linear yd)","The comfortable Rixford offers a classic look for chilly weather. Made with 100% polyester anti-pill microfleece, it features an interior thumb grab at the end of each sleeve and a contrast hanger loop inside the neck. Thoughtful details like easy grip zipper pulls add to the Rixford's retail feel, and the women's style has a dropped back hem, shaped seams and tapered waist for a more natural fit.",
NIConcept,TM18144,Argus Eco Fleece Full Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"65% BCI Cotton/ 35% Recycled polyester fleece with brushed back, 155 g/m² (7.6 oz/yd²). CONTRAST: 93% BCI Cotton/ 7% Elastane 1x1 rib knit sleeve cuffs and body hem","The men’s Argus Eco Fleece Full Zip combines classic styling with unbelievable comfort. With super-soft fleece made from recycled polyester and sustainable cotton certified by the Better Cotton Initiative (BCI), plus a recycled pinch label and eco knit tape, it’s a lightweight layer you can feel good about wearing all year round.",
NIConcept,TM18304,Vega Tech Quarter Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"100% Micro polyester interlock knit with wicking finish, 135 g,m2 (4 oz/yd2).","The sporty Vega tech quarter zip for mens and half zip for womens is a versatile pullover designed for wash and wear convenience. This EZ Care tech top is made with a breathable, moisture wicking fabric, it also offers UV protection and resists snagging.",
NIConcept,TM18305,Crane Knit Half Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"100% Polyester sweater doubleknit with mesh backing and wicking finish, 260 g/m² (7.7 oz/yd²).","The mens Crane knit half zip delivers comfort, versatility and technical performance. The Crane features on-trend heathered colours and a dropped back hem for retail style. The moisture-wicking fabric provides all-day comfort, and added features like thumb exits make this a style you'll want to wear everyday.",
NIConcept,TM18306,Men's Dege Eco Knit Performance Half Zip,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120 | APP-140,APP-115,,,1,53% Polyester 47% Recycled polyester textured doubleknit with anti-microbial and wicking finish,"The Dege Eco Knit Half Zip is made from recycled polyester so you can feel good about what you're wearing. This men's jacket features a convertible collar that gives you two different ways to wear it. The Dege Eco Knit Half Zip has moisture-wicking, snag-resistant, wash-and-wear fabric with UPF 40+ protection (light colors UPF 15-24) and an anti-microbial finish to keep you feeling fresh.",
NIConcept,TM18308,Bowlen Polyfleece Qtr Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,100% Polyester anti-pill microfleece. 180 g/m² (5.3 oz/yd²),"The comfy Bowlen polyfleece quarter zip is made with 100% polyester anti-pill microfleece fabric for cozy, all-day comfort. The men's version features an interior thumb grab at the end of each sleeve for ease of layering, plus a contrast hanger loop inside the neck for effortless storage. The easy-grab zipper pull adds to the Bowlen's stylish retail feel.",
NIConcept,TM18310,Asgard Eco Knit Quarter Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,"62% Polyester 38% Recycled polyester textured doubleknit with wicking finish, 172 g/m² (5 oz/yd²).","The men’s Asgard Eco Knit Quarter Zip is as stylish as it is sustainable. The pattern on the outside gives it a textured style that looks as good as it feels. Made from a cozy recycled poly blend, not to mention a zipper made from recycled content, the Asgard is breathable and moisture-wicking to keep you comfy all day.",
NIConcept,TM18311,Rigi Eco Knit Quarter Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"53% Cotton 47% Recycled polyester textured double-knit, 225 g/m² (6.6 oz/yd²).","The men’s Rigi Eco Knit Quarter Zip is made with an eco-friendly polyblend doubleknit fabric. From the board meeting to drinks after work, this classic style is a versatile layering piece you can wear just about anywhere.",
NIConcept,TM18408,Kruger Fleece Crew - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"52% Cotton 48% Polyester fleece, 240 g/m2 (7.1 oz/yd2). CONTRAST: 58% Cotton 38% Polyester 4% Elastane 1x1 rib knit sleeve cuffs and body hem.","The Kruger fleece crew offers a classic look and unique branding opportunities, including an area to put your logo inside the back yoke and tear-away main label, allowing you to create a completely custom piece. Made from a comfy cotton-poly blend, the Kruger has a rib knit collar, cuffs and hem, plus a hanger loop inside the neck.",
NIConcept,TM18501,Tyndall Polyfleece Vest - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-130,APP-115,,,1,100% Polyester anti-pill microfleece. 180 g/m2 (5.3 oz/yd2),"The Tyndall is a perfect complement to a long sleeve woven when the temperature starts to dip. Made with 100% polyester anti-pill microfleece, it features contrast binding around the armholes that matches the full center zipper. The Tyndall also includes design details like easy grip zipper pulls and a contrast hanger loop inside the neck, and the womens style has a dropped back hem, shaped seams ",
NIConcept,TM18612,Stratton Knit Quarter Zip - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-140 | APP-180,APP-115,,,1,"83% Polyester 17% Wool cross dyed interlock doubleknit, 245 g,m2 (7.2 oz/yd2). CONTRAST: 68% Polyester 29% Wool 3% Elastane 1x1 rib knit outer collar, 18 gauge.","The Stratton knit quarter for men's and half zip for women's offers a traditional professional look for men and women - with some key differences between the two. While the men's has a stand collar and fits well over a shirt and tie, the women's has a convertible collar, dropped back hem and tapered waist for a flattering fit. Both, however, are made with washable wool that makes it easy to wash a",
NIConcept,TM19101,Colton Fleece Lined Jacket - Mens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,"OUTER SHELL: 100% Polyester mechanical stretch woven with waterproof (3000mm), breathable (500g/m²) membrane and water repellent finish, 220 g/m² (6.5 oz/yd²). INSULATION: 100% Polyester soft fill total of sleeves and collar, 80 g/m² (2.4 oz/yd²).","The versatile Men's Colton Fleece Lined Jacket is waterproof and breathable with a comfortable, anti-pill lining. The interior features system snap tabs that make it easy to add another jacket as a layer. The snap-off hood easily detaches and the interior has and interior pocket with a media cord guide.",
NIConcept,TM92501,Stinson Softshell Vest - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120 | APP-130,APP-115,,,1,"100% Polyester mechanical stretch woven bonded to 100% Polyester anti-pill microfleece with waterproof 8000mm, breathable 400g/m2 membrane and water repellent finish, 270 g,m2 (8 oz/yd2). LINING: 100% Polyester brushed tricot knit.","The Stinson offers just enough extra warmth for those chilly autumn and spring days. Perfect for layering over a lightweight fleece, this softshell vest has a waterproof, breathable membrane and a water repellent finish.",
NIConcept,TM92505,Women's Joris Eco Waterproof Softshell Vest,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120 | APP-130,APP-115,,,1,OUTER SHELL: HEATHERED: 50% Recycled Polyester 50% Polyester interlock knit bonded to 70% Recycled Polyester 30% Polyester jacquard fleece. SOLID: 100% Recycled Polyester interlock knit bonded to 70% Recycled Polyester 30% Polyester jacquard fleece.,"The eco-friendly women’s Joris Eco Softshell Vest is made with recycled polyester, recycled zippers and recycled pinch labels – all certified by the Global Recycled Standard – providing a look that’s as sustainable as it is stylish. The brushed fleece interior delivers next-level comfort, and the waterproof, breathable three-layer construction and water-repellant finish make it a versatile layerin",
NIConcept,TM92940,Women's Joris Eco Waterproof Softshell Jacket,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,OUTER SHELL: HEATHERED: 50% Recycled polyester 50% Polyester interlock knit bonded to 70% Recycled polyester 30% Polyester jacquard fleece. SOLID: 100% Recycled polyester interlock knit bonded to 70% Recycled polyester 30% Polyester jacquard fleece.,"The women’s Joris Eco Softshell Jacket looks out for your wellness and the planet’s. The eco-friendly Joris is made from recycled polyester, with a fabric weight of 280 g/m² (8.3 oz/yd²). A No Contact Keychain in the right pocket lets you use door handles, press elevator buttons and use ATM keypads without touching them. The brushed fleece lining delivers next-level comfort, and the breathable, th",
NIConcept,TM97807,Caltech Knit Quarter Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,87% Polyester 13% Spandex jersey knit. 222 g/m2 (6.6 oz/yd2).,The Caltech long-sleeve top has a quarter zip with contrast teeth allowing you to adjust your body temperature. The interior zipper flap protects you from the chill of the zipper against your skin.,
NIConcept,TM98130,Rixford Polyfleece Jacket - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,"100% Polyester anti-pill microfleece. 180 g,m2 (5.3 oz/linear yd)","The comfortable Rixford offers a classic look for chilly weather. Made with 100% polyester anti-pill microfleece, it features an interior thumb grab at the end of each sleeve and a contrast hanger loop inside the neck. Thoughtful details like easy grip zipper pulls add to the Rixfords retail feel, and the womens style has a dropped back hem, shaped seams and tapered waist for a more natural fit. T",
NIConcept,TM98144,Argus Eco Fleece Full Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"65% BCI Cotton/ 35% Recycled polyester fleece with brushed back, 155 g/m² (7.6 oz/yd²). CONTRAST: 93% BCI Cotton/ 7% Elastane 1x1 rib knit sleeve cuffs and body hem","The women’s Argus eco fleece full zip combines classic styling with unbelievable comfort. With super-soft fleece made from recycled polyester and sustainable cotton certified by the Better Cotton Initiative (BCI), plus a recycled pinch label and eco knit tape, it’s a lightweight layer you can feel good about wearing all year round.",
NIConcept,TM98304,Vega Tech Half Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"100% Micro polyester interlock knit with wicking finish, 135 g,m2 (4 oz/yd2).","The sporty Vega tech quarter zip for mens and half zip for womens is a versatile pullover designed for wash and wear convenience. This EZ Care tech top is made with a breathable, moisture wicking fabric, it also offers UV protection and resists snagging.",
NIConcept,TM98305,Crane Knit Half Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"100% Polyester sweater doubleknit with mesh backing and wicking finish, 260 g/m² (7.7 oz/yd²).","The women's Crane knit half zip in women's sizes delivers comfort, versatility and technical performance. The Crane features on-trend heathered colours and a dropped back hem for retail style. The moisture-wicking fabric provides all-day comfort, and added features like thumb exits and shaped seams for a flattering fit make this a style you'll want to wear everyday.",
NIConcept,TM98306,Women's Dege Eco Knit Performance Half Zip,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,53% Polyester 47% Recycled polyester textured doubleknit with anti-microbial and wicking finish,"The Dege Eco Knit Half Zip in women's sizes is a half zip pullover made from recycled polyester. The convertible collar gives you two different ways to wear it. The women's style features shaped seams and a dropped back hem for a great fit. It also has moisture-wicking, snag-resistant, wash-and-wear fabric with UPF 40+ protection (light colors UPF 15-24) and an anti-microbial finish to keep you fe",
NIConcept,TM98308,Bowlen Polyfleece Half Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,100% Polyester anti-pill microfleece. 180 g/m² (5.3 oz/yd²),"The comfy Bowlen polyfleece in women's sizes comes in a half zip style. Made with 100% polyester anti-pill microfleece, it features an interior thumb grab at the end of each sleeve for ease of layering and a contrast hanger loop inside the neck, while thoughtful details like easy-grip zipper pulls add to the retail feel.",
NIConcept,TM98310,Asgard Eco Knit Quarter Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,"62% Polyester 38% Recycled polyester textured doubleknit with wicking finish, 172 g/m² (5 oz/yd²).","The women’s Asgard Eco Knit Half Zip is as stylish as it is sustainable. The pattern on the outside gives it a textured style that looks as good as it feels. Made from a cozy recycled poly blend, not to mention a zipper made from recycled content, the Asgard is breathable and moisture-wicking to keep you comfy all day. (It’s even anti-pill, so it looks new wear after wear.)",
NIConcept,TM98311,Rigi Eco Knit Quarter Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"53% Cotton 47% Recycled polyester textured double-knit, 225 g/m² (6.6 oz/yd²).","The women’s Rigi Eco Knit Half Zip is made with an eco-friendly polyblend doubleknit fabric. From the board meeting to drinks after work, this classic style is a versatile layering piece you can wear just about anywhere.",
NIConcept,TM98408,Kruger Fleece Crew - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115,APP-115,,,1,"52% Cotton 48% Polyester fleece, 240 g/m² (7.1 oz/yd²). CONTRAST: 58% Cotton 38% Polyester 4% Elastane 1x1 rib knit sleeve cuffs and body hem.","The Kruger fleece crew offers a classic look and unique branding opportunities, including an area to put your logo inside the back yoke and tear-away main label, allowing you to create a completely custom piece. Made from a comfy cotton-poly blend, the Kruger has a rib knit collar, cuffs and hem, plus a hanger loop inside the neck.",
NIConcept,TM98501,Tyndall Polyfleece Vest - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-130,APP-115,,,1,100% Polyester anti-pill microfleece. 180 g/m2 (5.3 oz/yd2),"The Tyndall is a perfect complement to a long sleeve woven when the temperature starts to dip. Made with 100% polyester anti-pill microfleece, it features contrast binding around the armholes that matches the full center zipper. The Tyndall also includes design details like easy grip zipper pulls and a contrast hanger loop inside the neck, and the womens style has a dropped back hem, shaped seams ",
NIConcept,TM98612,Stratton Knit Half Zip - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-140 | APP-180,APP-115,,,1,"83% Polyester 17% Wool cross dyed interlock doubleknit, 245 g,m2 (7.2 oz/yd2). CONTRAST: 68% Polyester 29% Wool 3% Elastane 1x1 rib knit outer collar, 18 gauge.","The Stratton knit quarter for mens and half zip for womens offers a traditional professional look for men and women – with some key differences between the two. While the mens has a stand collar and fits well over a shirt and tie, the womens has a convertible collar, dropped back hem and tapered waist for a flattering fit. Both, however, are made with washable wool that makes it easy to wash and w",
NIConcept,TM99101,Colton Fleece Lined Jacket - Womens,Apparel,Apparel,Sweatshirts,auto_mapped_by_keyword,0.78,,APP-115 | APP-120,APP-115,,,1,"OUTER SHELL: 100% Polyester mechanical stretch woven with waterproof (3000mm), breathable (500g/m²) membrane and water repellent finish, 220 g/m² (6.5 oz/yd²). INSULATION: 100% Polyester soft fill total of sleeves and collar, 80 g/m² (2.4 oz/yd²).","The women's Colton fleece lined jacket is waterproof and breathable with a comfortable, anti-pill lining. The interior features system snap tabs that make it easy to add another jacket as a layer. The snap-off hood easily detaches and the interior has and interior pocket with a media cord guide. The women's version has shaped seams and a tapered waist for a flattering fit.",
NIConcept,TM17873,Somoto Eco Short Sleeve Tee - Mens,Apparel,Apparel,T-Shirts,auto_mapped_by_keyword,0.9,,APP-090 | APP-115,APP-090,,,1,"COLORS & HEATHERS: 60% Recycled polyester 40% Cotton jersey knit, 160 g/m² (4.7 oz/yd²). WHITE: 60% Recycled polyester 40% Cotton jersey knit, 175 g/m² (5.2 oz/yd²)","The softest tee in your wardrobe. The men’s Somoto eco short sleeve tee has it all: classic styling, unbelievable comfort – and yep, it’s eco-friendly, too.",
NIConcept,TM17879,Bodie Short Sleeve Tee - Mens,Apparel,Apparel,T-Shirts,auto_mapped_by_keyword,0.9,,APP-090 | APP-115,APP-090,,,1,"Heather colours: 52% Cotton 48% Polyester heather jersey knit, 148 g/m² (4.4 oz/yd²). Solid colours: 65% Polyester 35% Cotton jersey knit, 145 g/m² (4.3 oz/yd²).","Ultra soft and comfortable, the Bodie is an essential tee for any corporate, food services, team and school. The Bodie short sleeve tee features a rib crew neck collar with chain stitch detail. This tee will enhance your brand.",
NIConcept,TM17885,Omi Short Sleeve Tech Tee - Mens,Apparel,Apparel,T-Shirts,auto_mapped_by_keyword,0.9,,APP-090 | APP-115,APP-090,,,1,100% Micro polyester interlock knit with wicking finish. 135 g/m2  (4 oz/yd2).,Technical comfort is the main concept behind the design of the versatile Omi short sleeve tech tee. This classic crew neck short sleeve item comes packed with thoughtful active lifestyle features. Available in a huge array of colours to match any brand and any promotional plan.,
NIConcept,TM97873,Somoto Eco Short Sleeve Tee - Womens,Apparel,Apparel,T-Shirts,auto_mapped_by_keyword,0.9,,APP-090 | APP-115,APP-090,,,1,"COLORS & HEATHERS: 60% Recycled polyester 40% Cotton jersey knit, 160 g/m² (4.7 oz/yd²). WHITE: 60% Recycled polyester 40% Cotton jersey knit, 175 g/m² (5.2 oz/yd²)","The softest tee in your wardrobe. The women’s Somoto eco short sleeve tee has it all: classic styling, unbelievable comfort – and yep, it’s eco-friendly, too! Its super-soft fabric is made from a comfy recycled poly cotton blend, and it provides UV sun protection, making it a great option for the outdoors.",
NIConcept,TM97879,Bodie Short Sleeve Tee - Womens,Apparel,Apparel,T-Shirts,auto_mapped_by_keyword,0.9,,APP-090 | APP-115,APP-090,,,1,"FABRIC: Heather colours: 52% Cotton 48% Polyester heather jersey knit, 148 g/m² (4.4 oz/yd²). Solid colours: 65% Polyester 35% Cotton jersey knit, 145 g/m² (4.3 oz/yd²). CONTRAST: Heather colours: 52% Cotton 48% Polyester 1x1 rib knit collar. Solid colours: 65% Polyester 35% Cotton 1x1 rib knit collar.","Ultra soft and comfortable, the Bodie is an essential tee for any corporate, food services, team and school. The Bodie short sleeve tee features a rib crew neck collar with chain stitch detail. This tee will enhance your brand.",
NIConcept,TM97885,Omi Short Sleeve Tech Tee - Womens,Apparel,Apparel,T-Shirts,auto_mapped_by_keyword,0.9,,APP-090 | APP-115 | APP-140,APP-090,,,1,100% Micro polyester interlock knit with wicking finish. 135 g/m2  (4 oz/yd2).,Technical comfort combined with classic good looks makes this a go to spring garment for her. The Omi short sleeve tech tee is a classic crew neck that is designed for virtually any outdoor activity. Available in a huge array of colours to match any brand and any promotional plan.,
NIConcept,TM19542,Mercer Insulated Vest - Mens,Apparel,Apparel,Vests,auto_mapped_by_keyword,0.91,,APP-130,APP-130,,,1,"OUTERSHELL: 100% Polyester 290T woven with water resistant (600mm) coating and water repellent finish, 60 g/m² (1.8 oz/yd²). LINING: 100% Polyester 290T. INSULATION: 100% Polyester faux down fill total of body and collar, 235 g (8.3 oz) Men's size L; 186 g (6.6 oz) Womens size M.","Add an extra layer of warmth with the lightweight Mercer. Featuring 100% polyester faux down insulation, an interior storm flap with chin guard and water-repellent finish, the Mercer is designed for decoration with a high-visibility back-shoulder panel. Other great features include contrast binding on the hem and arm holes for men's. The women's style has a dropped back hem with shaped seams and a",
NIConcept,TM99542,Mercer Insulated Vest - Womens,Apparel,Apparel,Vests,auto_mapped_by_keyword,0.91,,APP-130,APP-130,,,1,"OUTERSHELL: 100% Polyester 290T woven with water resistant (600mm) coating and water repellent finish, 60 g/m² (1.8 oz/yd²). LINING: 100% Polyester 290T. INSULATION: 100% Polyester faux down fill total of body and collar, 235 g (8.3 oz) Men's size L; 186 g (6.6 oz) Womens size M.","Add an extra layer of warmth with the lightweight Mercer. Featuring 100% polyester faux down insulation, an interior storm flap with chin guard and water-repellent finish, the Mercer is designed for decoration with a high-visibility back-shoulder panel. Other great features include contrast binding on the hem and arm holes for men's. The women's style has a dropped back hem with shaped seams and a",
