supplier,source_field,raw_category_1,raw_category_2,raw_category_3,raw_category_4,raw_category_path,sku_count,source_row_count,example_skus_products,raw_path_type_guess,target_category,target_subcategory,confidence,mapping_status,review_reason,suggested_tags,suggested_material,suggested_fulfillment,mapping_note
Logoline,Collection + Category + SubCategory,Technology,Phone Stands,,,Technology / Phone Stands,11,56,LL3842: Groove Phone Stand | LL7970: Whyalla Phone Stand | LL9061: Vectra Phone Stand | LL9075: Morocco Phone Stand | LL9079: Apollo Bamboo Phone Stand,product_category_candidate,Technology,Phone Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Wireless Chargers,,,Technology / Wireless Chargers,11,70,LL0208: Arc Round Wireless Charger | LL0210: Arc Square Wireless Charger | LL0220: Arc Round Bamboo Wireless Charger | LL0222: Arc Eco Round Wireless Charger | LL0224: Arc Square Bamboo Wireless Charger,product_category_candidate,Technology,Wireless Chargers,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Confectionery,M&M's,,,Confectionery / M&M's,10,27,LL33000: Assorted Colour M&M's | LL33001: M&M's in Dispenser | LL33004: M&M's in Container | LL33012: M&M's in 50 Gram Cello Bag | LL33015: M&M's in Pillow Pack,product_category_candidate,Confectionery,Confectionery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Lifestyle,Gift Sets,,,Lifestyle / Gift Sets,10,48,LL6000: Summer Beach Pack | LL6004: Gold Coast Pack | LL6011: Bondi Beach Kit | LL6012: Coogee Beach Kit | LL8288: Adventure Pack,product_category_candidate,,,0.25,needs_review,gift set / premium grouping not in primary taxonomy,gift_set,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Office,Stationery,,,Office / Stationery,10,48,LL0726: Element Stationery Set | LL1295: Doodle 12 Pencils in Tin | LL1328: City Stationery Case | LL19: Recycled Eco 30cm Ruler | LL1909: Panorama Coloured Pencil Set,product_category_candidate,Office & Desk,Stationery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Highlight Markers,,Office / Stationery / Highlight Markers,10,43,LL005: Handy Highlighter | LL03: Trio Highlighter | LL1219: Drone Wax Highlighters | LL208: Casino Tri Highlighter | LL210: Daisy Highlighter,product_category_candidate,Pens,Markers,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Personal,Anti Bacterial,,,Personal / Anti Bacterial,10,29,LL3027: H2O Wet Wipes | LL4651: Lancer Liquid Hand Sanitiser Stick | LL4659: Aqua Wet Wipes | LL4673: Breezy Gel Hand Sanitiser | LL4675: Polar Hand Sanitiser,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=9, unresolved=1, conflict=0. Top targets: Personal Care > Hand Sanitiser:9"
Logoline,Collection + Category + SubCategory,Technology,Fitness Bands / Smart Watches,,,Technology / Fitness Bands / Smart Watches,10,12,LN9928: Seekfit Fitness Band | LN9929: Stride Pedometer Bracelet 2.0 | LN9932: Endurance Pedometer | LN9934: Touchdown Pedometer | LN9935: Lightning Pedometer,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=1, unresolved=9, conflict=0. Top targets: Technology > Charging Cables & Chargers:1"
Logoline,Collection + Category + SubCategory,Technology,Microfibre Cloths,,,Technology / Microfibre Cloths,10,28,LL1410: Zig Zag RPET Microfibre Lens Cloth | LL601: White Microfibre Lens Cloth | LL603: Microfibre Lens Cloth with Screen Cleaner | LL8343: RPET Lens Cloth Set with Pouch | LN0701: Custom Superior Hi Microfibre Lens Cloth in Pouch with Carabiner,product_category_candidate,Technology,Tech Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Home & Auto,Auto Accessories,,,Home & Auto / Auto Accessories,9,32,LL2809: Fjord Eco Ice Scraper | LL404: Supa Cham Chamois in Tube | LL405: Supa Cham Chamois in Pouch | LL410: Summer Car Sun Shade | LL4652: Visor Glasses Holder,product_category_candidate,Tools & Auto,Car Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Home & Auto,Lunch,,,Home & Auto / Lunch,9,53,LL6362: Stax Eco Lunch Box with Phone Holder Lid | LL6366: Stax Eco Lunch Box | LL6369: Bermuda Lunch Box | LL6378: Sturdee Dual-Compartment Lunch Box | LL6760: Soltero Lunch Box,product_category_candidate,Tools & Auto,Car Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Pencils,,Office / Stationery / Pencils,9,37,LL0728: Script Stationery Set | LL10: Sharpened Timber Pencil | LL1007: Recycled Newspaper Pencil | LL1904: Tourer Pencil Set | LL1907: Mighty Pencil Set,product_category_candidate,Pens,Pencils,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Home & Auto,Tools,,,Home & Auto / Tools,8,24,LL1402: Contractor Tape Measure | LL1405: Duo Screwdriver / Spirit Level / LED Light | LL1408: Exocet 5m Retracting Tape Measure | LL3611: Bionic Multi Tool in Pouch | LL4327: Dyno 6 Piece Screwdriver Set,product_category_candidate,Tools & Auto,Car Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Lifestyle,Wearables,,,Lifestyle / Wearables,8,31,LL1799: Hurricane Poncho | LL1822: Sizzle Foam Visor | LL4560: Horizon Sunglasses | LL4562: Bamboo Sunglasses | LL7045: Trinity Recycled Cotton Apron,product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=8, unresolved=0, conflict=0. Top targets: Apparel > Jackets:3, Outdoor & Sports > Sunglasses:2, Headwear > Visors:1, Apparel > Aprons:1, Outdoor & Sports > Towels:1"
Logoline,Collection + Category + SubCategory,Packaging,Cardboard Gift Boxes,,,Packaging / Cardboard Gift Boxes,8,28,LL0501: Black Cardboard Pen Box | LL322: White Cardboard Box | LL821: Style Gift Box | LL8235: Large Magnetic Gift Box | LL824: Ambassador Gift Box,product_category_candidate,Packaging,Gift Boxes,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"5,000 mAh",,"Technology / Power Banks / 5,000 mAh",8,44,"LL0519: Nova Power Bank | LL0596: Viper 5,000mAh Bamboo Power Bank | LL0599: Primo Power Bank | LL9207: Maximus Wireless Power Bank | LL9209: Sabre Wireless Power Bank",product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Calico & Canvas Bags,,,Bags / Calico & Canvas Bags,7,61,LL2361: Ariel Canvas Tote Bag | LL500: Calico Short Handle Bag | LL503: Supa Shopper Short Handle Calico Bag | LL506: Calico Drawstring Library Backpack | LL512: Calico Long Handle Bag,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped,,,cotton,,Cotton/calico should also set material=cotton for Cotton Tote F page.
Logoline,Collection + Category + SubCategory,Bags,Tote Bags,,,Bags / Tote Bags,7,54,LL2363: Splendid Canvas Bag | LL518: Sprint Folding Shopping Bag | LL519: Savvy Recycled PET Bag | LL528: Scoot Calico / Mesh Tote Bag | LL7037: Montana RPET Felt Tote Bag,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped,,,cotton,,Cotton/calico should also set material=cotton for Cotton Tote F page.
Logoline,Collection + Category + SubCategory,Confectionery,Mints,,,Confectionery / Mints,7,20,LL062: Egg Shape Sugar Free Breath Mints | LL073: Click It Mint Tins | LL077: Rectangular Sugar Free Breath Mints | LL804: Sugar Free Breath Mints in Silver Tin | LL805: Spearmints in Flip Top Tin 25g,product_category_candidate,Confectionery,Confectionery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,,,Drinkware / Drink Bottles,7,46,LL3431: Pisa Glass Tumbler | LL6514: Barossa Vacuum Bottle | LL6964: Spritz 700ml Collapsible Bottle | LL6984: Soda Elegant Vacuum Bottle | LL6996: Gelato Aluminium Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,750 mL,,Drinkware / Drink Bottles / 750 mL,7,64,LL6140: Soda Grande Vacuum Bottle | LL6905: Bali Bottle | LL6956: Amore 750ml Bottle - Flip Straw Lid | LL6957: Amore 750ml Bottle - Free Flow Lid | LL6986: Vibe Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Gift Sets,,,Drinkware / Gift Sets,7,52,LL2230: Elite Gift Set with Hip Flask | LL8292: Eco Pack | LL8293: Exec Gift Pack | LL8294: Espresso Coffee Cup and Speaker Pack | LL8300: Picnic Pack,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=2, unresolved=5, conflict=0. Top targets: Technology > Bluetooth Speakers:1, Packaging > Gift Boxes:1"
Logoline,Collection + Category + SubCategory,Lifestyle,Bat & Balls,,,Lifestyle / Bat & Balls,7,44,LL3011: Hi Bounce Tennis Ball | LL3012: Hi Bounce Soccer Ball | LL3013: Hi Bounce Basketball | LL3014: Hi Bounce Ball | LL3111: Pickleball Set,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=6, unresolved=1, conflict=0. Top targets: Outdoor & Sports > Sports Products:5, Toys & Games > Outdoor Toys:1"
Logoline,Collection + Category + SubCategory,Lifestyle,Outdoors,,,Lifestyle / Outdoors,7,41,LL4385: Foldable Camp Light | LL4961: Vision Sports Towel | LL8356: Marlin Folding Chair | LL8360: Panama Leisure Mat | LL8365: Leisure Picnic Blanket,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=6, unresolved=1, conflict=0. Top targets: Outdoor & Sports > Camping & Outdoors:2, Outdoor & Sports > Blankets:2, Outdoor & Sports > Towels:1, Outdoor & Sports > Picnic & BBQ:1"
Logoline,Collection + Category + SubCategory,Novelties,Plush,,,Novelties / Plush,7,43,LL30193: Honey Plush Teddy Bear | LL40883: Frosty Plush Teddy Bear | LL5759: The Original Signature Calico Bear | LL88120: Coco Plush Teddy Bear | LL88125: Coconut Plush Teddy Bear,product_category_candidate,Toys & Games,Plush Toys,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Colour-In Bags,,,Bags / Colour-In Bags,6,37,LL531: Get Crafty Folding Calico Bag and Crayons | LL5520: Colouring Short Handle Cotton Bag & Crayons | LL5521: Colouring Long Handle Cotton Bag & Crayons | LL5522: Colouring Short Handle Calico Bag & Crayons | LL5523: Colouring Short Handle Cotton Bag & Pencils,product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=6, unresolved=0, conflict=0. Top targets: Bags > Tote Bags:2, Apparel > Pants & Shorts:2, Toys & Games > Colouring & Kids Sets:2"
Logoline,Collection + Category + SubCategory,Bags,Cooler & Insulated Bags,,,Bags / Cooler & Insulated Bags,6,30,LL2315: Sumo Cooler Lunch Bag | LL2320: Alpine Cooler Bag | LL2330: Subzero Cooler Bag | LL2333: Apex Cooler Bag | LL521: Tundra Cooler / Shopping Bag,product_category_candidate,Bags,Cooler Bags,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Home & Auto,Torches,,,Home & Auto / Torches,6,24,LL11009: Laser Torch | LL4065: Flash Flashlight Keytag | LL4324: Blaze Torch | LL4329: Lumi Rechargeable Torch | LL4383: Signal Torch,product_category_candidate,Tools & Auto,Torches & Lights,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Indent,Temporary Tattoos,,,Indent / Temporary Tattoos,6,6,LN15238: 152mm x 38mm Classic Temporary Tattoos | LN3838: 38mm x 38mm Classic Temporary Tattoos | LN3857: 38mm x 57mm  Classic Temporary Tattoos | LN5050: 50mm x 50mm Classic Temporary Tattoos | LN5778: 57mm x 78mm Classic Temporary Tattoos,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,indent_review,Logoline Indent path signals offshore/indent fulfilment. Product type still needs classification.
Logoline,Collection + Category + SubCategory,Lifestyle,Flyers,,,Lifestyle / Flyers,6,21,LL2759: Fling Thing | LL9136: Aussie Recycled Flyer | LL9138: Frequent Flyer | LL9140: Donut Flyer | LL9144: Wrist Disc Silicone Flyer,product_category_candidate,Toys & Games,Outdoor Toys,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Novelties,Coin Banks,,,Novelties / Coin Banks,6,21,LL240: Priscilla / Patrick Pig Coin Bank | LL2408: Micro Piglet Coin Bank | LL241: House Coin Bank® | LL3598: World's Smallest Pig Coin Bank | LL3600: World's Smallest Pig Eco Coin Bank,product_category_candidate,Toys & Games,Novelty Toys,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Sets,,Office / Stationery / Sets,6,34,LL2134: Yale Stationery Set | LL21341: Stanford Stationery Set | LL21344: Harvard Stationery Set | LL4442: Vibe Stationery Set | LL8064: Koolio Drawing Set,product_category_candidate,Office & Desk,Stationery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Packaging,Misc Packaging,,,Packaging / Misc Packaging,6,16,LL3148: Plastic Container | LL321: Silver Rectangular Tin | LL326: Clear Pillow Pack | LL340: Silver Round Tin | LL4870: Clear Dispenser with Scoop,product_category_candidate,,,0.1,needs_review,no confident rule matched,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Technology,Power Banks,,,Technology / Power Banks,6,6,LL0123: Navigate Power Bank | LL0622: Surge Power Bank | LL0623: Extreme Power Bank | LL8219: Escape Gift Set | LL9104: Cosmic Power Bank,product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,500 mL,,Drinkware / Drink Bottles / 500 mL,5,44,LL6954: Amore 500ml Junior Bottle - Flip Straw Lid | LL6955: Amore 500ml Junior Bottle - Free Flow Lid | LL6968: Thirst Bottle | LL6976: Soda Vacuum Bottle | LL6978: Soda Vacuum Bottle with Hanger Lid,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Novelties,Badges,,,Novelties / Badges,5,12,LL451: Corfu Retractable Name Badge Holder | LL452: Retractable Badge Holder Wheat Straw | LN0070: Button Badge 32mm | LN0073: Die Struck Soft Enamel Badge 25mm | LN0076: Awareness Ribbon,product_category_candidate,Giveaways & Event Accessories,Badges,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pencil Cases,Pencil Cases,,Office / Pencil Cases / Pencil Cases,5,25,LL406: Delight Pencil Case | LL444: Admire Pencil Case | LL4628: Adore Pencil Case | LL4630: Frenzy Pencil Case | LL7023: Cherish Pencil Case,product_category_candidate,Office & Desk,Pencil Cases,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Stylus",,"Office / Pens / Black Refill,Stylus",5,36,LL3260: Santa Fe Pen / Stylus | LL446: Viva Stylus Pen | LL447: Viva Stylus Pen & Highlighter | LN1725: Mop Top Awareness Ribbon Pen / Stylus | LN3359: Trident Pen / Stylus Highlighter,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Noteflags,,Office / Stationery / Noteflags,5,18,LL8821: Jersey Sticky Notes | LL8823: Finch Sticky Notes | LL8847: Circle Milk Carton Bookmark | LL8860: Circle Bookmark / Noteflag Ruler | LL8868: Business Card Bookmark / Noteflag Ruler,product_category_candidate,Office & Desk,Stationery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Rulers,,Office / Stationery / Rulers,5,18,LL11: Transparent 30cm Ruler | LL12: 30cm Ruler | LL13: Recycled Plastic Ruler 30cm | LL14: 15cm Ruler | LL2328: Bamboo 30cm Ruler,product_category_candidate,Office & Desk,Rulers,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Cotton Bags,,,Bags / Cotton Bags,4,29,LL502: Enviro Supa Shopper Short Handle Bag | LL509: Coloured Cotton Short Handle Tote Bag | LL510: Coloured Cotton Long Handle Bag | LN535: Cotton Tote Bag with Full Colour Design,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped,,,cotton,,Cotton/calico should also set material=cotton for Cotton Tote F page.
Logoline,Collection + Category + SubCategory,Bags,Non Woven Bags,,,Bags / Non Woven Bags,4,4,LL539: Cairo Non Woven Bag - Recycled PET | LL546: Paris Non Woven Bag | LN538: Geneva Non Woven Bag | LN541: Boston Non Woven Bag,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped_by_keyword,,,,,All 4 products matched one high-confidence target by product keywords: Bags > Tote Bags.
Logoline,Collection + Category + SubCategory,Bags,Paper Bags,,,Bags / Paper Bags,4,18,LL547: Express Paper Bag Small | LL548: Express Paper Bag Medium | LL549: Express Paper Bag Large | LL562: Express Paper Bag Extra Large,product_category_candidate,Bags,Paper Bags,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Confectionery,Party Mix,,,Confectionery / Party Mix,4,10,LL419: Assorted Jelly Party Mix in Pillow Pack | LL420: Assorted Jelly Party Mix in 50 Gram Cello Bag | LL422: Assorted Jelly Party Mix in 180g Cello Bag | LL426: Assorted Flavour Fruit Rings,product_category_candidate,Confectionery,Confectionery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Coffee Cups,"350 mL,350 mL",,"Drinkware / Coffee Cups / 350 mL,350 mL",4,35,LL0422: Aroma Coffee Cup / Comfort Lid | LL0423: Aroma Coffee Cup / Handle Lid | LL0440: Ninja Coffee Cup | LL0446: Flair Stainless Steel Coffee Cup,product_category_candidate,Drinkware,Coffee Cups,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Indent,Fun & Novelty,,,Indent / Fun & Novelty,4,6,LN0026: Snap Playing Cards | LN0040: Button Bottle Opener | LN0068: Silicone Strap Keytag | LN0075: Woven Keytag,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,indent_review,Logoline Indent path signals offshore/indent fulfilment. Product type still needs classification.
Logoline,Collection + Category + SubCategory,Lifestyle,Fans,,,Lifestyle / Fans,4,16,LL4408: Heatwave Fan | LL4409: Sirocco Fan | LL8038: Blast Fan | LN8040: Breeze Fan,product_category_candidate,Outdoor & Sports,Supporter Gear,0.86,auto_mapped_by_keyword,,,,,All 4 products matched one high-confidence target by product keywords: Outdoor & Sports > Supporter Gear.
Logoline,Collection + Category + SubCategory,Personal,First Aid,,,Personal / First Aid,4,8,LL6005: Summer Survival Pack | LL8995: Yoga Gel Bead Hot & Cold Pack | LL9017: Traveller First Aid Kit | LL9023: Pocket First Aid Kit,product_category_candidate,Personal Care,First Aid,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Mouse Pads,,,Technology / Mouse Pads,4,14,LL0199: Tasktamer Desk Mat | LL0201: Avatar Desk Mat | LL0205: Console XL Mouse Mat | LL0217: Hover Wireless Charger / Mouse Pad,product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=4, unresolved=0, conflict=0. Top targets: Office & Desk > Desk Items:3, Technology > Wireless Chargers:1"
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"10,000 mAh",,"Technology / Power Banks / 10,000 mAh",4,28,"LL0219: Boost Wireless Power Bank  / Charging Station | LL9211: Sabre Eco Wireless Power Bank | LL9216: Leopard Power Bank | LL9218: Arya 10,000mAh Power Bank",product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"4,000 mAh",,"Technology / Power Banks / 4,000 mAh",4,19,"LL9202: Vega Power Bank | LL9204: Matrix Power Bank | LL9205: Dynamo Wireless Power Bank | LL9212: Octavius 4,000mAh Power Bank",product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Bamboo Bags,"100gsm,100gsm",,"Bags / Bamboo Bags / 100gsm,100gsm",3,27,LL514: Short Handle Bamboo Bag | LL515: Long Handle Bamboo Bag | LL516: Giant Bamboo Bag,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped_by_keyword,,,,,All 3 products matched one high-confidence target by product keywords: Bags > Tote Bags.
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,550 mL,,Drinkware / Drink Bottles / 550 mL,3,23,LL1394: Capri Glass Bottle | LL1397: Capri Glass Bottle / Silicone Sleeve | LL1398: Capri Glass Bottle / Neoprene Sleeve,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,700 mL,,Drinkware / Drink Bottles / 700 mL,3,30,LL6971: Soda Bottle | LL6974: Soda Stainless Steel Bottle | LL6982: Soda Bottle with Hanger Lid,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Home & Auto,Candle & Diffusers,,,Home & Auto / Candle & Diffusers,3,22,LL3033: Gleam Glass Candle - Medium | LL3035: Gleam Glass Candle - Large | LL3036: Vanilla Reed Diffuser,product_category_candidate,Tools & Auto,Car Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Home & Auto,Games & Puzzles,,,Home & Auto / Games & Puzzles,3,17,LL0030: Chase Recycled Playing Cards | LL3074: Noughts & Crosses Coaster | LL3076: Jumping Frog Game,product_category_candidate,Tools & Auto,Car Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Indent,Fitness Bands / Smart Watches,,,Indent / Fitness Bands / Smart Watches,3,4,LN9933: Endurance Pedometer MKII | LN9951: Mustang Sports Watch | LN9954: Flight Smart Watch,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,indent_review,Logoline Indent path signals offshore/indent fulfilment. Product type still needs classification.
Logoline,Collection + Category + SubCategory,Lifestyle,Cheese Boards,,,Lifestyle / Cheese Boards,3,13,LL6712: Mosaic Bamboo Slate Cheese Board | LL6715: Gala Bamboo Slate Cheese Board | LL6716: Solero Bamboo Serving Board,product_category_candidate,Home & Living,Cheese & Serving Boards,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pencil Cases,,,Office / Pencil Cases,3,8,LL4634: Avalon Cork Utility / Pencil Case | LL7014: Echo Kraft Pouch | LL7025: Esprit PVC Pouch,product_category_candidate,Office & Desk,Pencil Cases,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,,,Office / Pens,3,15,LL0329: Supra 4 Colour White Pen | LL0512: Cardboard Pen Sleeve | LL2912: Felt Tip Pens,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
Logoline,Collection + Category + SubCategory,Office,Pens,"Blue Refill,Plastic",,"Office / Pens / Blue Refill,Plastic",3,35,LL0466: Octave Pen | LL3081: Bling Pen | LL3294: Titan Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Stationery,Crayons,,Office / Stationery / Crayons,3,12,LL196: Dali Crayon Set | LL198: Louvre Crayons in PVC Zipper Pouch | LL8905: Da Vinci Crayon Set,product_category_candidate,Office & Desk,Stationery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Erasers,,Office / Stationery / Erasers,3,11,LL44: Fluro Eraser | LL45: White Eraser | LL8493: 2 in 1 Pencil Sharpener / Eraser,product_category_candidate,Office & Desk,Stationery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Packs & Gifting,Kids' Kits,,,Packs & Gifting / Kids' Kits,3,30,LL6015: Elevate School Pack | LL6018: Merit School Pack | LL6032: Smarty Pants Pack,product_category_candidate,Toys & Games,Novelty Toys,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Personal,Pill Boxes,,,Personal / Pill Boxes,3,9,LL2004: Clear Rectangular 6 Compartment Pill Box | LL3873: Weekly Pill Box | LL3875: Compact Pill Organiser,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=2, unresolved=1, conflict=0. Top targets: Packaging > Gift Boxes:2"
Logoline,Collection + Category + SubCategory,Technology,Flash Memory,4GB,,Technology / Flash Memory / 4GB,3,26,LL9600: Swivel USB Flash Drive | LL9602: Bamboo USB Flash Drive | LL9605: Credit Card Flash Drive,product_category_candidate,Technology,USB Flash Drives,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"2,200 mAh",,"Technology / Power Banks / 2,200 mAh",3,12,LL3009: Picture Power Bank | LL9100: Radical Power Bank | LL9111: Impulse Power Bank,product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Backpacks & Drawstring Bags,,,Bags / Backpacks & Drawstring Bags,2,16,LL523: Pronto Drawstring Backpack | LL7026: Kit Drawstring Pouch,product_category_candidate,Bags,Backpacks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Gift Sets,,,Bags / Gift Sets,2,14,LL8290: Eco Shopping Kit | LL8389: Expo Essentials Pack,product_category_candidate,Bags,,0.45,needs_review,bag category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Drinkware,Coffee Cups,300 mL,,Drinkware / Coffee Cups / 300 mL,2,15,LL0997: Eagle Coffee Cup | LL862: Java Mug,product_category_candidate,Drinkware,Coffee Cups,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Coffee Cups,390 mL,,Drinkware / Coffee Cups / 390 mL,2,17,LL1023: Rizz Coffee Cup | LL1025: Heron Double Wall Coffee Cup,product_category_candidate,Drinkware,Coffee Cups,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,600 mL,,Drinkware / Drink Bottles / 600 mL,2,13,LL6947: Zara 600ml Steel Bottle | LL6960: Mystique 650ml Stainless Steel Vacuum Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,950 mL,,Drinkware / Drink Bottles / 950 mL,2,17,LL6949: Zara 1 Litre Steel Bottle | LL6963: Mystique 950ml Stainless Steel Vacuum Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Indent,Lanyards & Office,,,Indent / Lanyards & Office,2,17,LN6310: Azure Sublimated Lanyard | LN6315: Artemis Woven Lanyard,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,indent_review,Logoline Indent path signals offshore/indent fulfilment. Product type still needs classification.
Logoline,Collection + Category + SubCategory,Indent,Wearables & Accessories,,,Indent / Wearables & Accessories,2,7,LN0065: 12mm Wide Silicone Wrist Band | LN0072: Aluminium Offset Print Badge 25mm,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,indent_review,Logoline Indent path signals offshore/indent fulfilment. Product type still needs classification.
Logoline,Collection + Category + SubCategory,Lifestyle,Games & Puzzles,,,Lifestyle / Games & Puzzles,2,9,LL0024: Dominator Set | LL1062: Line Four Wheatstraw Game,product_category_candidate,Toys & Games,Games & Puzzles,0.9,auto_mapped,,,,,
